Date,ST
2019-03-15,47.689999
2019-03-18,47.799999
2019-03-19,47.82
2019-03-20,46.369999
2019-03-21,47.02
2019-03-22,45.700001
2019-03-25,45.630001
2019-03-26,45.82
2019-03-27,44.860001000000004
2019-03-28,44.43
2019-03-29,45.02
2019-04-01,46.93
2019-04-02,47.5
2019-04-03,48.59
2019-04-04,48.189999
2019-04-05,48.330002
2019-04-08,48.720001
2019-04-09,47.57
2019-04-10,48.189999
2019-04-11,48.540001000000004
2019-04-12,48.650002
2019-04-15,49.110001000000004
2019-04-16,50.110001000000004
2019-04-17,50.5
2019-04-18,51.25
2019-04-22,50.560001
2019-04-23,51.09
2019-04-24,51.09
2019-04-25,50.380001
2019-04-26,50.09
2019-04-29,50.07
2019-04-30,49.939999
2019-05-01,49.990002000000004
2019-05-02,50.759997999999996
2019-05-03,51.790001000000004
2019-05-06,50.599998
2019-05-07,49.450001
2019-05-08,48.98
2019-05-09,48.689999
2019-05-10,48.869999
2019-05-13,45.560001
2019-05-14,46.029999
2019-05-15,46.549999
2019-05-16,46.82
2019-05-17,45.919998
2019-05-20,45.009997999999996
2019-05-21,45.57
2019-05-22,44.919998
2019-05-23,44.32
2019-05-24,44.16
2019-05-28,43.73
2019-05-29,43.259997999999996
2019-05-30,43.84
2019-05-31,42.689999
2019-06-03,43.639998999999996
2019-06-04,45.450001
2019-06-05,45.349998
2019-06-06,45.34
2019-06-07,45.790001000000004
2019-06-10,46.810001
2019-06-11,46.900002
2019-06-12,46.5
2019-06-13,47.139998999999996
2019-06-14,45.84
2019-06-17,45.529999
2019-06-18,46.700001
2019-06-19,47.330002
2019-06-20,48.439999
2019-06-21,48.200001
2019-06-24,47.73
2019-06-25,47.880001
2019-06-26,47.959998999999996
2019-06-27,48.610001000000004
2019-06-28,49.0
2019-07-01,48.900002
2019-07-02,48.349998
2019-07-03,48.25
2019-07-05,48.0
2019-07-08,47.5
2019-07-09,46.959998999999996
2019-07-10,46.75
2019-07-11,46.380001
2019-07-12,47.240002000000004
2019-07-15,47.25
2019-07-16,47.400002
2019-07-17,46.779999
2019-07-18,46.5
2019-07-19,46.450001
2019-07-22,46.16
2019-07-23,47.959998999999996
2019-07-24,48.73
2019-07-25,48.349998
2019-07-26,48.810001
2019-07-29,48.59
2019-07-30,47.400002
2019-07-31,47.43
2019-08-01,46.299999
2019-08-02,46.029999
2019-08-05,45.349998
2019-08-06,45.580002
2019-08-07,45.860001000000004
2019-08-08,46.18
2019-08-09,45.740002000000004
2019-08-12,44.810001
2019-08-13,45.119999
2019-08-14,43.77
2019-08-15,43.57
2019-08-16,44.34
2019-08-19,44.639998999999996
2019-08-20,44.549999
2019-08-21,44.790001000000004
2019-08-22,44.759997999999996
2019-08-23,43.509997999999996
2019-08-26,43.450001
2019-08-27,43.41
2019-08-28,43.66
2019-08-29,45.259997999999996
2019-08-30,45.580002
2019-09-03,45.41
2019-09-04,45.939999
2019-09-05,47.369999
2019-09-06,47.98
2019-09-09,48.860001000000004
2019-09-10,49.299999
2019-09-11,50.459998999999996
2019-09-12,50.91
2019-09-13,52.139998999999996
2019-09-16,51.709998999999996
2019-09-17,51.709998999999996
2019-09-18,51.389998999999996
2019-09-19,51.299999
2019-09-20,50.419998
2019-09-23,50.630001
2019-09-24,49.540001000000004
2019-09-25,49.970001
2019-09-26,49.400002
2019-09-27,49.400002
2019-09-30,50.060001
2019-10-01,49.669998
2019-10-02,47.169998
2019-10-03,48.02
2019-10-04,48.459998999999996
2019-10-07,47.759997999999996
2019-10-08,46.290001000000004
2019-10-09,46.77
2019-10-10,46.959998999999996
2019-10-11,48.509997999999996
2019-10-14,48.82
2019-10-15,49.279999
2019-10-16,49.549999
2019-10-17,50.119999
2019-10-18,50.450001
2019-10-21,50.98
2019-10-22,50.91
2019-10-23,51.009997999999996
2019-10-24,51.259997999999996
2019-10-25,51.080002
2019-10-28,51.509997999999996
2019-10-29,51.610001000000004
2019-10-30,50.75
2019-10-31,51.189999
2019-11-01,51.580002
2019-11-04,52.82
2019-11-05,53.66
2019-11-06,53.82
2019-11-07,53.630001
2019-11-08,53.029999
2019-11-11,52.889998999999996
2019-11-12,52.540001000000004
2019-11-13,52.080002
2019-11-14,52.25
2019-11-15,52.43
2019-11-18,52.220001
2019-11-19,52.34
2019-11-20,51.619999
2019-11-21,50.990002000000004
2019-11-22,51.16
2019-11-25,52.029999
2019-11-26,51.970001
2019-11-27,52.299999
2019-11-29,51.490002000000004
2019-12-02,51.080002
2019-12-03,49.970001
2019-12-04,50.549999
2019-12-05,50.959998999999996
2019-12-06,51.650002
2019-12-09,51.360001000000004
2019-12-10,51.240002000000004
2019-12-11,52.049999
2019-12-12,52.470001
2019-12-13,51.98
2019-12-16,52.709998999999996
2019-12-17,53.139998999999996
2019-12-18,54.049999
2019-12-19,53.59
2019-12-20,53.450001
2019-12-23,53.740002000000004
2019-12-24,53.59
2019-12-26,53.880001
2019-12-27,53.709998999999996
2019-12-30,53.790001000000004
2019-12-31,53.869999
2020-01-02,54.200001
2020-01-03,53.669998
2020-01-06,53.099998
2020-01-07,52.720001
2020-01-08,52.560001
2020-01-09,52.48
2020-01-10,51.470001
2020-01-13,52.029999
2020-01-14,52.650002
2020-01-15,52.139998999999996
2020-01-16,52.810001
2020-01-17,52.709998999999996
2020-01-21,52.369999
2020-01-22,51.900002
2020-01-23,51.400002
2020-01-24,50.299999
2020-01-27,48.599998
2020-01-28,49.119999
2020-01-29,48.810001
2020-01-30,48.669998
2020-01-31,47.27
2020-02-03,47.41
2020-02-04,48.48
2020-02-05,48.970001
2020-02-06,48.150002
2020-02-07,47.52
2020-02-10,47.849998
2020-02-11,49.41
2020-02-12,49.790001000000004
2020-02-13,49.310001
2020-02-14,48.880001
2020-02-18,47.540001000000004
2020-02-19,48.580002
2020-02-20,48.349998
2020-02-21,47.25
2020-02-24,45.68
2020-02-25,44.02
2020-02-26,43.09
2020-02-27,40.950001
2020-02-28,40.799999
2020-03-02,41.189999
2020-03-03,39.93
2020-03-04,40.950001
2020-03-05,38.369999
2020-03-06,38.040001000000004
2020-03-09,34.48
2020-03-10,37.939999
2020-03-11,36.119999
2020-03-12,33.169998
2020-03-13,34.310001
2020-03-16,27.889999
2020-03-17,25.75
2020-03-18,23.110001
2020-03-19,25.860001
2020-03-20,25.799999
2020-03-23,25.02
2020-03-24,27.440001000000002
2020-03-25,29.91
2020-03-26,31.82
2020-03-27,29.1
2020-03-30,29.360001
2020-03-31,28.93
2020-04-01,27.75
2020-04-02,28.02
2020-04-03,27.889999
2020-04-06,31.440001000000002
2020-04-07,31.969998999999998
2020-04-08,32.580002
2020-04-09,34.279999
2020-04-13,32.990002000000004
2020-04-14,33.32
2020-04-15,31.299999
2020-04-16,30.450001
2020-04-17,32.700001
2020-04-20,32.32
2020-04-21,31.68
2020-04-22,32.240002000000004
2020-04-23,33.18
2020-04-24,34.549999
2020-04-27,36.5
2020-04-28,37.049999
2020-04-29,38.290001000000004
2020-04-30,36.380001
2020-05-01,34.119999
2020-05-04,33.25
2020-05-05,34.34
2020-05-06,34.25
2020-05-07,35.650002
2020-05-08,36.709998999999996
