Date,EQNR
2010-12-03,21.639999
2010-12-06,21.879998999999998
2010-12-07,22.049999
2010-12-08,22.23
2010-12-09,22.27
2010-12-10,22.370001000000002
2010-12-13,22.66
2010-12-14,22.700001
2010-12-15,22.67
2010-12-16,22.73
2010-12-17,22.889999
2010-12-20,22.99
2010-12-21,23.309998999999998
2010-12-22,23.379998999999998
2010-12-23,23.34
2010-12-27,23.32
2010-12-28,23.42
2010-12-29,23.59
2010-12-30,23.6
2010-12-31,23.77
2011-01-03,24.059998999999998
2011-01-04,23.639999
2011-01-05,23.74
2011-01-06,23.35
2011-01-07,23.450001
2011-01-10,23.35
2011-01-11,23.700001
2011-01-12,24.08
2011-01-13,24.15
2011-01-14,24.43
2011-01-18,24.549999
2011-01-19,24.110001
2011-01-20,23.82
2011-01-21,24.379998999999998
2011-01-24,24.65
2011-01-25,24.200001
2011-01-26,24.49
2011-01-27,24.48
2011-01-28,24.18
2011-01-31,24.42
2011-02-01,26.219998999999998
2011-02-02,25.549999
2011-02-03,25.290001
2011-02-04,25.030001000000002
2011-02-07,24.620001000000002
2011-02-08,24.77
2011-02-09,23.860001
2011-02-10,23.450001
2011-02-11,23.700001
2011-02-14,23.969998999999998
2011-02-15,23.83
2011-02-16,24.49
2011-02-17,24.629998999999998
2011-02-18,24.639999
2011-02-22,24.889999
2011-02-23,25.790001
2011-02-24,26.129998999999998
2011-02-25,26.110001
2011-02-28,26.389999
2011-03-01,26.43
2011-03-02,26.629998999999998
2011-03-03,27.040001
2011-03-04,27.67
2011-03-07,27.450001
2011-03-08,27.1
2011-03-09,26.870001000000002
2011-03-10,26.0
2011-03-11,26.43
2011-03-14,26.379998999999998
2011-03-15,25.530001000000002
2011-03-16,25.940001000000002
2011-03-17,26.91
2011-03-18,27.1
2011-03-21,27.83
2011-03-22,27.43
2011-03-23,27.639999
2011-03-24,27.959999
2011-03-25,27.57
2011-03-28,27.24
2011-03-29,27.24
2011-03-30,27.41
2011-03-31,27.639999
2011-04-01,28.459999
2011-04-04,28.969998999999998
2011-04-05,29.139999
2011-04-06,29.26
2011-04-07,28.959999
2011-04-08,29.58
2011-04-11,28.860001
2011-04-12,27.889999
2011-04-13,27.809998999999998
2011-04-14,28.08
2011-04-15,28.139999
2011-04-18,26.91
2011-04-19,27.17
2011-04-20,27.75
2011-04-21,28.049999
2011-04-25,28.040001
2011-04-26,28.17
2011-04-27,28.799999
2011-04-28,29.040001
2011-04-29,29.309998999999998
2011-05-02,29.030001000000002
2011-05-03,28.1
2011-05-04,27.299999
2011-05-05,26.09
2011-05-06,25.99
2011-05-09,26.35
2011-05-10,26.629998999999998
2011-05-11,25.969998999999998
2011-05-12,25.959999
2011-05-13,25.75
2011-05-16,25.65
2011-05-17,25.68
2011-05-18,26.08
2011-05-19,26.26
2011-05-20,24.76
2011-05-23,24.01
2011-05-24,24.450001
2011-05-25,24.58
2011-05-26,24.940001000000002
2011-05-27,25.440001000000002
2011-05-31,26.34
2011-06-01,25.27
2011-06-02,25.549999
2011-06-03,25.48
2011-06-06,25.0
2011-06-07,24.99
2011-06-08,24.59
2011-06-09,24.99
2011-06-10,24.42
2011-06-13,24.540001
2011-06-14,24.959999
2011-06-15,23.809998999999998
2011-06-16,23.700001
2011-06-17,23.73
2011-06-20,23.82
2011-06-21,24.690001000000002
2011-06-22,24.549999
2011-06-23,24.049999
2011-06-24,23.440001000000002
2011-06-27,23.709999
2011-06-28,24.219998999999998
2011-06-29,24.99
2011-06-30,25.450001
2011-07-01,25.940001000000002
2011-07-05,25.51
2011-07-06,25.309998999999998
2011-07-07,25.780001000000002
2011-07-08,25.110001
2011-07-11,24.42
2011-07-12,23.959999
2011-07-13,24.459999
2011-07-14,23.879998999999998
2011-07-15,24.24
2011-07-18,23.950001
2011-07-19,24.389999
2011-07-20,24.76
2011-07-21,25.200001
2011-07-22,25.1
2011-07-25,25.02
2011-07-26,25.18
2011-07-27,24.51
2011-07-28,24.700001
2011-07-29,24.57
2011-08-01,24.49
2011-08-02,23.9
2011-08-03,23.93
2011-08-04,21.98
2011-08-05,22.030001000000002
2011-08-08,20.16
2011-08-09,21.559998999999998
2011-08-10,20.48
2011-08-11,21.620001000000002
2011-08-12,21.780001000000002
2011-08-15,22.65
2011-08-16,23.200001
2011-08-17,24.08
2011-08-18,22.4
2011-08-19,22.719998999999998
2011-08-22,22.35
2011-08-23,23.120001000000002
2011-08-24,23.540001
2011-08-25,22.76
2011-08-26,23.18
2011-08-29,24.040001
2011-08-30,23.809998999999998
2011-08-31,24.09
2011-09-01,23.9
2011-09-02,23.370001000000002
2011-09-06,22.84
2011-09-07,23.17
2011-09-08,23.290001
2011-09-09,22.26
2011-09-12,22.08
2011-09-13,22.110001
2011-09-14,22.370001000000002
2011-09-15,23.15
2011-09-16,22.99
2011-09-19,22.370001000000002
2011-09-20,22.540001
2011-09-21,21.77
2011-09-22,20.879998999999998
2011-09-23,20.870001000000002
2011-09-26,21.23
2011-09-27,21.299999
2011-09-28,20.91
2011-09-29,21.32
2011-09-30,21.549999
2011-10-03,20.67
2011-10-04,21.68
2011-10-05,22.030001000000002
2011-10-06,22.26
2011-10-07,22.280001000000002
2011-10-10,23.68
2011-10-11,23.370001000000002
2011-10-12,24.040001
2011-10-13,24.049999
2011-10-14,24.93
2011-10-17,24.27
2011-10-18,25.09
2011-10-19,24.139999
2011-10-20,24.530001000000002
2011-10-21,25.52
2011-10-24,25.98
2011-10-25,25.59
2011-10-26,26.0
2011-10-27,26.98
2011-10-28,26.700001
2011-10-31,25.43
2011-11-01,24.35
2011-11-02,24.870001000000002
2011-11-03,25.620001000000002
2011-11-04,25.540001
2011-11-07,26.1
2011-11-08,26.48
2011-11-09,25.190001000000002
2011-11-10,25.57
2011-11-11,26.040001
2011-11-14,25.959999
2011-11-15,25.860001
2011-11-16,25.25
2011-11-17,24.92
2011-11-18,25.030001000000002
2011-11-21,24.549999
2011-11-22,24.620001000000002
2011-11-23,23.450001
2011-11-25,23.309998999999998
2011-11-28,24.219998999999998
2011-11-29,24.51
2011-11-30,25.92
2011-12-01,25.549999
2011-12-02,25.57
2011-12-05,25.76
2011-12-06,26.01
2011-12-07,26.17
2011-12-08,25.75
2011-12-09,26.65
2011-12-12,25.559998999999998
2011-12-13,25.0
2011-12-14,24.379998999999998
2011-12-15,24.690001000000002
2011-12-16,24.67
2011-12-19,24.42
2011-12-20,25.209999
2011-12-21,25.16
2011-12-22,25.52
2011-12-23,25.690001000000002
2011-12-27,25.690001000000002
2011-12-28,25.290001
2011-12-29,25.629998999999998
2011-12-30,25.610001
2012-01-03,26.799999
2012-01-04,26.35
2012-01-05,25.98
2012-01-06,25.790001
2012-01-09,25.940001000000002
2012-01-10,25.82
2012-01-11,25.280001000000002
2012-01-12,25.52
2012-01-13,25.0
2012-01-17,24.879998999999998
2012-01-18,25.200001
2012-01-19,25.0
2012-01-20,25.0
2012-01-23,25.389999
2012-01-24,25.200001
2012-01-25,25.52
2012-01-26,25.549999
2012-01-27,25.549999
2012-01-30,25.42
2012-01-31,25.26
2012-02-01,25.66
2012-02-02,25.51
2012-02-03,25.950001
2012-02-06,25.940001000000002
2012-02-07,25.969998999999998
2012-02-08,26.68
2012-02-09,26.74
2012-02-10,27.1
2012-02-13,27.26
2012-02-14,27.139999
2012-02-15,27.24
2012-02-16,27.540001
2012-02-17,27.120001000000002
2012-02-21,26.91
2012-02-22,27.5
2012-02-23,27.719998999999998
2012-02-24,28.190001000000002
2012-02-27,28.48
2012-02-28,28.780001000000002
2012-02-29,28.48
2012-03-01,28.92
2012-03-02,28.66
2012-03-05,28.5
2012-03-06,27.33
2012-03-07,27.799999
2012-03-08,28.68
2012-03-09,28.02
2012-03-12,28.02
2012-03-13,28.4
2012-03-14,27.76
2012-03-15,27.889999
2012-03-16,28.08
2012-03-19,28.27
2012-03-20,27.690001000000002
2012-03-21,27.51
2012-03-22,26.93
2012-03-23,27.49
2012-03-26,28.08
2012-03-27,27.5
2012-03-28,27.110001
2012-03-29,26.66
2012-03-30,27.110001
2012-04-02,27.530001000000002
2012-04-03,26.98
2012-04-04,26.6
2012-04-05,26.42
2012-04-09,26.110001
2012-04-10,25.450001
2012-04-11,25.719998999999998
2012-04-12,26.110001
2012-04-13,25.77
2012-04-16,26.059998999999998
2012-04-17,26.68
2012-04-18,26.59
2012-04-19,26.639999
2012-04-20,26.6
2012-04-23,26.02
2012-04-24,26.379998999999998
2012-04-25,26.459999
2012-04-26,26.860001
2012-04-27,26.690001000000002
2012-04-30,26.91
2012-05-01,26.969998999999998
2012-05-02,26.52
2012-05-03,26.360001
2012-05-04,25.709999
2012-05-07,26.09
2012-05-08,25.48
2012-05-09,25.48
2012-05-10,25.74
2012-05-11,25.67
2012-05-14,25.23
2012-05-15,25.110001
2012-05-16,24.969998999999998
2012-05-17,23.450001
2012-05-18,22.969998999999998
2012-05-21,23.530001000000002
2012-05-22,23.280001000000002
2012-05-23,23.129998999999998
2012-05-24,23.02
2012-05-25,23.24
2012-05-29,23.290001
2012-05-30,22.690001000000002
2012-05-31,22.700001
2012-06-01,22.26
2012-06-04,22.27
2012-06-05,22.15
2012-06-06,22.82
2012-06-07,22.76
2012-06-08,22.76
2012-06-11,22.48
2012-06-12,22.9
2012-06-13,22.700001
2012-06-14,22.889999
2012-06-15,23.540001
2012-06-18,23.280001000000002
2012-06-19,23.700001
2012-06-20,23.879998999999998
2012-06-21,22.799999
2012-06-22,22.9
2012-06-25,22.41
2012-06-26,22.42
2012-06-27,22.99
2012-06-28,22.85
2012-06-29,23.860001
2012-07-02,24.26
2012-07-03,24.639999
2012-07-05,23.799999
2012-07-06,23.27
2012-07-09,23.27
2012-07-10,23.290001
2012-07-11,23.48
2012-07-12,23.02
2012-07-13,23.379998999999998
2012-07-16,23.49
2012-07-17,23.610001
2012-07-18,23.73
2012-07-19,23.959999
2012-07-20,24.200001
2012-07-23,23.799999
2012-07-24,23.24
2012-07-25,23.27
2012-07-26,24.120001000000002
2012-07-27,24.280001000000002
2012-07-30,24.280001000000002
2012-07-31,23.790001
2012-08-01,23.92
2012-08-02,23.66
2012-08-03,24.35
2012-08-06,24.459999
2012-08-07,25.15
2012-08-08,25.190001000000002
2012-08-09,25.200001
2012-08-10,25.25
2012-08-13,24.959999
2012-08-14,25.049999
2012-08-15,25.139999
2012-08-16,25.200001
2012-08-17,25.17
2012-08-20,25.23
2012-08-21,25.48
2012-08-22,25.459999
2012-08-23,25.219998999999998
2012-08-24,25.16
2012-08-27,25.309998999999998
2012-08-28,25.450001
2012-08-29,25.389999
2012-08-30,25.209999
2012-08-31,25.57
2012-09-04,25.49
2012-09-05,25.200001
2012-09-06,25.719998999999998
2012-09-07,25.99
2012-09-10,25.690001000000002
2012-09-11,25.969998999999998
2012-09-12,25.82
2012-09-13,26.389999
2012-09-14,26.99
2012-09-17,26.799999
2012-09-18,26.52
2012-09-19,26.59
2012-09-20,26.42
2012-09-21,26.82
2012-09-24,26.59
2012-09-25,26.440001000000002
2012-09-26,25.93
2012-09-27,26.16
2012-09-28,25.790001
2012-10-01,25.77
2012-10-02,25.9
2012-10-03,25.530001000000002
2012-10-04,25.530001000000002
2012-10-05,25.51
2012-10-08,25.6
2012-10-09,25.33
2012-10-10,25.24
2012-10-11,25.57
2012-10-12,25.540001
2012-10-15,25.719998999999998
2012-10-16,26.110001
2012-10-17,26.299999
2012-10-18,26.190001000000002
2012-10-19,25.780001000000002
2012-10-22,25.74
2012-10-23,24.74
2012-10-24,24.530001000000002
2012-10-25,24.73
2012-10-26,24.65
2012-10-31,24.549999
2012-11-01,24.709999
2012-11-02,24.379998999999998
2012-11-05,24.42
2012-11-06,24.43
2012-11-07,24.059998999999998
2012-11-08,23.799999
2012-11-09,24.0
2012-11-12,23.99
2012-11-13,23.620001000000002
2012-11-14,23.639999
2012-11-15,23.65
2012-11-16,23.58
2012-11-19,24.360001
2012-11-20,24.17
2012-11-21,24.23
2012-11-23,24.66
2012-11-26,24.690001000000002
2012-11-27,24.24
2012-11-28,24.35
2012-11-29,24.4
2012-11-30,24.389999
2012-12-03,24.139999
2012-12-04,24.23
2012-12-05,24.129998999999998
2012-12-06,24.209999
2012-12-07,24.129998999999998
2012-12-10,24.26
2012-12-11,24.52
2012-12-12,24.790001
2012-12-13,24.620001000000002
2012-12-14,24.58
2012-12-17,24.68
2012-12-18,24.940001000000002
2012-12-19,25.08
2012-12-20,25.02
2012-12-21,24.950001
2012-12-24,24.75
2012-12-26,24.809998999999998
2012-12-27,24.99
2012-12-28,24.700001
2012-12-31,25.040001
2013-01-02,25.6
2013-01-03,25.360001
2013-01-04,25.459999
2013-01-07,25.15
2013-01-08,25.15
2013-01-09,25.24
2013-01-10,25.6
2013-01-11,25.549999
2013-01-14,25.719998999999998
2013-01-15,25.719998999999998
2013-01-16,25.74
2013-01-17,25.780001000000002
2013-01-18,25.790001
2013-01-22,25.73
2013-01-23,26.040001
2013-01-24,26.26
2013-01-25,26.440001000000002
2013-01-28,26.24
2013-01-29,26.51
2013-01-30,26.549999
2013-01-31,26.530001000000002
2013-02-01,27.0
2013-02-04,26.469998999999998
2013-02-05,26.629998999999998
2013-02-06,26.440001000000002
2013-02-07,26.389999
2013-02-08,26.309998999999998
2013-02-11,26.190001000000002
2013-02-12,26.26
2013-02-13,26.25
2013-02-14,26.01
2013-02-15,25.700001
2013-02-19,26.139999
2013-02-20,25.65
2013-02-21,25.35
2013-02-22,25.35
2013-02-25,24.700001
2013-02-26,25.110001
2013-02-27,25.34
2013-02-28,24.93
2013-03-01,24.790001
2013-03-04,24.73
2013-03-05,24.879998999999998
2013-03-06,24.9
2013-03-07,24.969998999999998
2013-03-08,24.870001000000002
2013-03-11,24.969998999999998
2013-03-12,24.969998999999998
2013-03-13,24.610001
2013-03-14,24.450001
2013-03-15,24.52
2013-03-18,24.23
2013-03-19,24.27
2013-03-20,24.209999
2013-03-21,24.299999
2013-03-22,24.559998999999998
2013-03-25,24.280001000000002
2013-03-26,24.42
2013-03-27,24.4
2013-03-28,24.620001000000002
2013-04-01,24.58
2013-04-02,24.27
2013-04-03,24.16
2013-04-04,24.059998999999998
2013-04-05,24.18
2013-04-08,24.299999
2013-04-09,24.42
2013-04-10,24.41
2013-04-11,24.16
2013-04-12,23.969998999999998
2013-04-15,23.139999
2013-04-16,23.629998999999998
2013-04-17,22.91
2013-04-18,23.07
2013-04-19,23.450001
2013-04-22,23.370001000000002
2013-04-23,23.17
2013-04-24,23.389999
2013-04-25,23.65
2013-04-26,23.65
2013-04-29,23.9
2013-04-30,24.5
2013-05-01,24.209999
2013-05-02,23.450001
2013-05-03,23.889999
2013-05-06,23.709999
2013-05-07,23.610001
2013-05-08,24.059998999999998
2013-05-09,23.93
2013-05-10,23.9
2013-05-13,23.85
2013-05-14,23.83
2013-05-15,23.48
2013-05-16,23.190001000000002
2013-05-17,22.41
2013-05-20,22.51
2013-05-21,22.459999
2013-05-22,22.6
2013-05-23,22.43
2013-05-24,22.76
2013-05-28,22.639999
2013-05-29,22.77
2013-05-30,22.85
2013-05-31,22.52
2013-06-03,22.75
2013-06-04,22.780001000000002
2013-06-05,22.52
2013-06-06,22.700001
2013-06-07,22.379998999999998
2013-06-10,22.450001
2013-06-11,21.98
2013-06-12,21.91
2013-06-13,22.1
2013-06-14,22.07
2013-06-17,22.25
2013-06-18,22.27
2013-06-19,21.85
2013-06-20,21.01
2013-06-21,20.969998999999998
2013-06-24,20.139999
2013-06-25,20.540001
2013-06-26,20.530001000000002
2013-06-27,20.799999
2013-06-28,20.690001000000002
2013-07-01,20.860001
2013-07-02,20.73
2013-07-03,20.74
2013-07-05,20.43
2013-07-08,20.76
2013-07-09,20.82
2013-07-10,21.030001000000002
2013-07-11,21.610001
2013-07-12,21.43
2013-07-15,21.540001
2013-07-16,21.76
2013-07-17,22.139999
2013-07-18,22.18
2013-07-19,22.26
2013-07-22,22.35
2013-07-23,22.549999
2013-07-24,22.360001
2013-07-25,22.110001
2013-07-26,21.790001
2013-07-29,21.66
2013-07-30,21.48
2013-07-31,21.59
2013-08-01,21.32
2013-08-02,21.450001
2013-08-05,21.299999
2013-08-06,21.26
2013-08-07,21.280001000000002
2013-08-08,21.5
2013-08-09,21.799999
2013-08-12,21.530001000000002
2013-08-13,21.559998999999998
2013-08-14,21.91
2013-08-15,21.719998999999998
2013-08-16,21.700001
2013-08-19,21.799999
2013-08-20,21.549999
2013-08-21,21.09
2013-08-22,21.120001000000002
2013-08-23,21.58
2013-08-26,21.43
2013-08-27,21.809998999999998
2013-08-28,22.65
2013-08-29,22.200001
2013-08-30,21.950001
2013-09-03,22.25
2013-09-04,22.299999
2013-09-05,22.139999
2013-09-06,22.4
2013-09-09,22.450001
2013-09-10,22.290001
2013-09-11,22.67
2013-09-12,22.639999
2013-09-13,22.75
2013-09-16,22.68
2013-09-17,22.59
2013-09-18,22.950001
2013-09-19,23.09
2013-09-20,22.68
2013-09-23,22.780001000000002
2013-09-24,22.799999
2013-09-25,22.67
2013-09-26,23.0
2013-09-27,22.93
2013-09-30,22.68
2013-10-01,22.620001000000002
2013-10-02,22.59
2013-10-03,22.59
2013-10-04,22.709999
2013-10-07,22.49
2013-10-08,22.23
2013-10-09,22.23
2013-10-10,22.5
2013-10-11,22.58
2013-10-14,22.700001
2013-10-15,22.73
2013-10-16,22.719998999999998
2013-10-17,23.059998999999998
2013-10-18,23.309998999999998
2013-10-21,23.51
2013-10-22,23.58
2013-10-23,23.389999
2013-10-24,23.639999
2013-10-25,24.18
2013-10-28,23.91
2013-10-29,24.110001
2013-10-30,23.83
2013-10-31,23.629998999999998
2013-11-01,23.610001
2013-11-04,23.74
2013-11-05,23.51
2013-11-06,23.77
2013-11-07,23.23
2013-11-08,22.93
2013-11-11,22.93
2013-11-12,22.440001000000002
2013-11-13,22.559998999999998
2013-11-14,22.85
2013-11-15,23.200001
2013-11-18,23.030001000000002
2013-11-19,23.1
2013-11-20,22.799999
2013-11-21,22.91
2013-11-22,23.01
2013-11-25,22.68
2013-11-26,22.610001
2013-11-27,22.549999
2013-11-29,22.540001
2013-12-02,22.5
2013-12-03,22.82
2013-12-04,22.559998999999998
2013-12-05,22.58
2013-12-06,22.66
2013-12-09,22.870001000000002
2013-12-10,23.120001000000002
2013-12-11,22.76
2013-12-12,22.49
2013-12-13,22.530001000000002
2013-12-16,22.780001000000002
2013-12-17,22.99
2013-12-18,23.27
2013-12-19,23.360001
2013-12-20,23.299999
2013-12-23,23.700001
2013-12-24,23.75
2013-12-26,23.879998999999998
2013-12-27,23.99
2013-12-30,23.950001
2013-12-31,24.129998999999998
2014-01-02,23.690001000000002
2014-01-03,23.719998999999998
2014-01-06,23.67
2014-01-07,23.870001000000002
2014-01-08,23.889999
2014-01-09,23.83
2014-01-10,24.67
2014-01-13,24.559998999999998
2014-01-14,24.91
2014-01-15,24.940001000000002
2014-01-16,25.01
2014-01-17,24.67
2014-01-21,25.0
2014-01-22,24.940001000000002
2014-01-23,24.889999
2014-01-24,24.07
2014-01-27,24.120001000000002
2014-01-28,24.450001
2014-01-29,24.08
2014-01-30,24.190001000000002
2014-01-31,23.709999
2014-02-03,23.370001000000002
2014-02-04,23.620001000000002
2014-02-05,23.620001000000002
2014-02-06,23.940001000000002
2014-02-07,25.4
2014-02-10,25.17
2014-02-11,25.67
2014-02-12,26.0
2014-02-13,25.799999
2014-02-14,26.120001000000002
2014-02-18,26.48
2014-02-19,26.41
2014-02-20,26.309998999999998
2014-02-21,26.370001000000002
2014-02-24,26.52
2014-02-25,26.379998999999998
2014-02-26,26.26
2014-02-27,26.24
2014-02-28,26.34
2014-03-03,27.01
2014-03-04,26.91
2014-03-05,26.870001000000002
2014-03-06,27.17
2014-03-07,26.870001000000002
2014-03-10,27.18
2014-03-11,27.129998999999998
2014-03-12,27.120001000000002
2014-03-13,27.139999
2014-03-14,27.549999
2014-03-17,27.84
2014-03-18,27.59
2014-03-19,27.200001
2014-03-20,27.1
2014-03-21,27.459999
2014-03-24,27.889999
2014-03-25,27.959999
2014-03-26,27.76
2014-03-27,28.51
2014-03-28,28.25
2014-03-31,28.219998999999998
2014-04-01,28.1
2014-04-02,28.08
2014-04-03,27.959999
2014-04-04,28.110001
2014-04-07,27.6
2014-04-08,27.690001000000002
2014-04-09,28.08
2014-04-10,27.85
2014-04-11,27.799999
2014-04-14,28.34
2014-04-15,28.76
2014-04-16,28.92
2014-04-17,29.18
2014-04-21,29.200001
2014-04-22,28.940001000000002
2014-04-23,28.49
2014-04-24,28.700001
2014-04-25,28.65
2014-04-28,28.809998999999998
2014-04-29,29.969998999999998
2014-04-30,30.469998999999998
2014-05-01,30.48
2014-05-02,30.66
2014-05-05,30.58
2014-05-06,31.129998999999998
2014-05-07,31.42
2014-05-08,31.280001000000002
2014-05-09,31.25
2014-05-12,31.139999
2014-05-13,31.17
2014-05-14,31.24
2014-05-15,29.9
2014-05-16,30.15
2014-05-19,30.09
2014-05-20,29.799999
2014-05-21,30.34
2014-05-22,30.25
2014-05-23,30.280001000000002
2014-05-27,30.629998999999998
2014-05-28,30.65
2014-05-29,30.700001
2014-05-30,30.5
2014-06-02,30.59
2014-06-03,30.700001
2014-06-04,30.24
2014-06-05,30.950001
2014-06-06,30.92
2014-06-09,30.93
2014-06-10,30.76
2014-06-11,30.530001000000002
2014-06-12,31.110001
2014-06-13,31.799999
2014-06-16,31.85
2014-06-17,31.370001000000002
2014-06-18,31.83
2014-06-19,31.629998999999998
2014-06-20,31.799999
2014-06-23,31.91
2014-06-24,31.35
2014-06-25,31.07
2014-06-26,30.950001
2014-06-27,31.059998999999998
2014-06-30,30.83
2014-07-01,31.01
2014-07-02,30.780001000000002
2014-07-03,30.82
2014-07-07,30.51
2014-07-08,30.34
2014-07-09,30.52
2014-07-10,30.1
2014-07-11,30.040001
2014-07-14,30.23
2014-07-15,30.190001000000002
2014-07-16,30.57
2014-07-17,30.23
2014-07-18,30.459999
2014-07-21,30.370001000000002
2014-07-22,30.67
2014-07-23,30.6
2014-07-24,30.49
2014-07-25,29.450001
2014-07-28,29.219998999999998
2014-07-29,29.120001000000002
2014-07-30,28.809998999999998
2014-07-31,28.440001000000002
2014-08-01,28.65
2014-08-04,29.280001000000002
2014-08-05,28.66
2014-08-06,28.74
2014-08-07,28.42
2014-08-08,28.700001
2014-08-11,29.07
2014-08-12,28.43
2014-08-13,28.43
2014-08-14,28.059998999999998
2014-08-15,28.129998999999998
2014-08-18,27.959999
2014-08-19,28.030001000000002
2014-08-20,28.190001000000002
2014-08-21,28.290001
2014-08-22,28.219998999999998
2014-08-25,28.379998999999998
2014-08-26,28.440001000000002
2014-08-27,28.65
2014-08-28,28.459999
2014-08-29,28.389999
2014-09-02,29.09
2014-09-03,29.15
2014-09-04,28.6
2014-09-05,28.809998999999998
2014-09-08,28.24
2014-09-09,27.85
2014-09-10,27.969998999999998
2014-09-11,27.59
2014-09-12,27.57
2014-09-15,27.809998999999998
2014-09-16,28.18
2014-09-17,27.940001000000002
2014-09-18,28.459999
2014-09-19,28.4
2014-09-22,28.4
2014-09-23,27.700001
2014-09-24,28.0
2014-09-25,26.93
2014-09-26,27.15
2014-09-29,27.26
2014-09-30,27.16
2014-10-01,26.790001
2014-10-02,26.32
2014-10-03,25.73
2014-10-06,25.690001000000002
2014-10-07,25.23
2014-10-08,25.879998999999998
2014-10-09,24.870001000000002
2014-10-10,24.35
2014-10-13,24.370001000000002
2014-10-14,24.0
2014-10-15,23.42
2014-10-16,22.540001
2014-10-17,23.17
2014-10-20,22.83
2014-10-21,23.98
2014-10-22,23.379998999999998
2014-10-23,23.68
2014-10-24,23.709999
2014-10-27,23.08
2014-10-28,23.65
2014-10-29,23.6
2014-10-30,23.16
2014-10-31,22.950001
2014-11-03,22.41
2014-11-04,21.469998999999998
2014-11-05,22.18
2014-11-06,21.969998999999998
2014-11-07,22.459999
2014-11-10,22.360001
2014-11-11,22.379998999999998
2014-11-12,22.08
2014-11-13,21.57
2014-11-14,22.1
2014-11-17,21.82
2014-11-18,22.01
2014-11-19,22.07
2014-11-20,22.290001
2014-11-21,22.610001
2014-11-24,22.610001
2014-11-25,22.209999
2014-11-26,21.83
2014-11-28,19.110001
2014-12-01,19.51
2014-12-02,19.42
2014-12-03,19.049999
2014-12-04,18.530001000000002
2014-12-05,18.1
2014-12-08,17.48
2014-12-09,17.469998999999998
2014-12-10,17.049999
2014-12-11,16.709999
2014-12-12,16.23
2014-12-15,15.82
2014-12-16,16.290001
2014-12-17,17.27
2014-12-18,18.01
2014-12-19,18.35
2014-12-22,18.15
2014-12-23,18.25
2014-12-24,18.02
2014-12-26,18.0
2014-12-29,17.83
2014-12-30,17.77
2014-12-31,17.610001
2015-01-02,17.42
2015-01-05,16.49
2015-01-06,16.33
2015-01-07,16.74
2015-01-08,17.08
2015-01-09,17.1
2015-01-12,16.34
2015-01-13,16.540001
2015-01-14,16.809998999999998
2015-01-15,16.940001000000002
2015-01-16,17.6
2015-01-20,17.09
2015-01-21,17.860001
2015-01-22,18.049999
2015-01-23,17.6
2015-01-26,17.6
2015-01-27,17.389999
2015-01-28,16.67
2015-01-29,16.58
2015-01-30,16.799999
2015-02-02,17.959999
2015-02-03,18.889999
2015-02-04,17.98
2015-02-05,18.450001
2015-02-06,18.530001000000002
2015-02-09,19.440001000000002
2015-02-10,18.950001
2015-02-11,18.450001
2015-02-12,18.57
2015-02-13,19.5
2015-02-17,19.620001000000002
2015-02-18,19.43
2015-02-19,18.690001000000002
2015-02-20,18.9
2015-02-23,18.57
2015-02-24,19.059998999999998
2015-02-25,19.27
2015-02-26,18.92
2015-02-27,18.809998999999998
2015-03-02,18.52
2015-03-03,18.620001000000002
2015-03-04,18.549999
2015-03-05,18.690001000000002
2015-03-06,18.32
2015-03-09,17.969998999999998
2015-03-10,17.09
2015-03-11,16.82
2015-03-12,16.76
2015-03-13,16.530001000000002
2015-03-16,16.25
2015-03-17,16.379998999999998
2015-03-18,16.92
2015-03-19,17.1
2015-03-20,17.719998999999998
2015-03-23,17.91
2015-03-24,17.93
2015-03-25,17.950001
2015-03-26,18.190001000000002
2015-03-27,17.889999
2015-03-30,17.85
2015-03-31,17.59
2015-04-01,17.860001
2015-04-02,18.02
2015-04-06,18.41
2015-04-07,18.809998999999998
2015-04-08,18.66
2015-04-09,18.84
2015-04-10,19.02
2015-04-13,18.799999
2015-04-14,19.549999
2015-04-15,20.18
2015-04-16,20.299999
2015-04-17,19.93
2015-04-20,19.66
2015-04-21,19.379998999999998
2015-04-22,19.34
2015-04-23,19.860001
2015-04-24,19.879998999999998
2015-04-27,20.110001
2015-04-28,20.379998999999998
2015-04-29,20.469998999999998
2015-04-30,21.23
2015-05-01,21.02
2015-05-04,20.82
2015-05-05,20.85
2015-05-06,21.23
2015-05-07,20.59
2015-05-08,21.030001000000002
2015-05-11,20.639999
2015-05-12,21.129998999999998
2015-05-13,21.309998999999998
2015-05-14,21.290001
2015-05-15,21.15
2015-05-18,20.559998999999998
2015-05-19,19.620001000000002
2015-05-20,19.690001000000002
2015-05-21,19.969998999999998
2015-05-22,19.620001000000002
2015-05-26,18.82
2015-05-27,18.790001
2015-05-28,18.620001000000002
2015-05-29,18.58
2015-06-01,18.16
2015-06-02,18.860001
2015-06-03,18.65
2015-06-04,18.34
2015-06-05,18.190001000000002
2015-06-08,18.290001
2015-06-09,18.34
2015-06-10,18.879998999999998
2015-06-11,18.5
2015-06-12,18.440001000000002
2015-06-15,18.110001
2015-06-16,18.16
2015-06-17,18.530001000000002
2015-06-18,18.25
2015-06-19,18.43
2015-06-22,18.530001000000002
2015-06-23,18.370001000000002
2015-06-24,18.51
2015-06-25,18.309998999999998
2015-06-26,18.440001000000002
2015-06-29,17.889999
