Date,GPN
2010-06-01,20.719998999999998
2010-06-02,20.790001
2010-06-03,21.15
2010-06-04,20.434998999999998
2010-06-07,20.030001000000002
2010-06-08,20.049999
2010-06-09,20.0
2010-06-10,20.745001000000002
2010-06-11,20.785
2010-06-14,20.73
2010-06-15,21.32
2010-06-16,21.275
2010-06-17,21.280001000000002
2010-06-18,21.305
2010-06-21,19.445
2010-06-22,19.700001
2010-06-23,19.455
2010-06-24,19.075001
2010-06-25,19.325001
2010-06-28,19.295
2010-06-29,18.59
2010-06-30,18.27
2010-07-01,18.049999
2010-07-02,18.084999
2010-07-06,18.125
2010-07-07,18.715
2010-07-08,18.545
2010-07-09,18.799999
2010-07-12,18.780001000000002
2010-07-13,19.129998999999998
2010-07-14,19.195
2010-07-15,19.120001000000002
2010-07-16,18.475
2010-07-19,18.615
2010-07-20,18.695
2010-07-21,18.695
2010-07-22,19.395
2010-07-23,19.84
2010-07-26,20.035
2010-07-27,19.965
2010-07-28,18.275
2010-07-29,18.700001
2010-07-30,18.865
2010-08-02,19.264999
2010-08-03,19.145
2010-08-04,19.115
2010-08-05,19.075001
2010-08-06,19.295
2010-08-09,19.57
2010-08-10,19.4
2010-08-11,18.955
2010-08-12,18.75
2010-08-13,18.594998999999998
2010-08-16,18.674999
2010-08-17,18.860001
2010-08-18,18.995001000000002
2010-08-19,18.799999
2010-08-20,18.945
2010-08-23,18.73
2010-08-24,18.700001
2010-08-25,18.844998999999998
2010-08-26,18.889999
2010-08-27,19.174999
2010-08-30,18.965
2010-08-31,18.815001000000002
2010-09-01,19.395
2010-09-02,19.530001000000002
2010-09-03,19.75
2010-09-07,19.424999
2010-09-08,19.51
2010-09-09,19.785
2010-09-10,19.945
2010-09-13,20.275
2010-09-14,20.209999
2010-09-15,20.32
2010-09-16,20.440001000000002
2010-09-17,20.389999
2010-09-20,20.665001
2010-09-21,20.459999
2010-09-22,20.370001000000002
2010-09-23,20.184998999999998
2010-09-24,20.709999
2010-09-27,20.959999
2010-09-28,20.995001000000002
2010-09-29,21.235001
2010-09-30,21.445
2010-10-01,21.035
2010-10-04,20.825001
2010-10-05,20.950001
2010-10-06,20.885
2010-10-07,20.889999
2010-10-08,21.014999
2010-10-11,21.17
2010-10-12,19.450001
2010-10-13,19.379998999999998
2010-10-14,19.295
2010-10-15,19.450001
2010-10-18,19.535
2010-10-19,19.184998999999998
2010-10-20,19.205
2010-10-21,19.219998999999998
2010-10-22,19.65
2010-10-25,19.92
2010-10-26,19.93
2010-10-27,19.65
2010-10-28,19.504998999999998
2010-10-29,19.48
2010-11-01,19.48
2010-11-02,19.84
2010-11-03,19.83
2010-11-04,20.120001000000002
2010-11-05,20.165001
2010-11-08,20.465
2010-11-09,20.440001000000002
2010-11-10,20.715
2010-11-11,20.695
2010-11-12,20.625
2010-11-15,20.549999
2010-11-16,20.15
2010-11-17,20.110001
2010-11-18,20.594998999999998
2010-11-19,20.52
2010-11-22,20.514999
2010-11-23,20.235001
2010-11-24,20.655001000000002
2010-11-26,20.780001000000002
2010-11-29,20.6
2010-11-30,20.780001000000002
2010-12-01,21.15
2010-12-02,21.18
2010-12-03,21.379998999999998
2010-12-06,21.08
2010-12-07,21.504998999999998
2010-12-08,21.705
2010-12-09,22.02
2010-12-10,22.049999
2010-12-13,21.985001
2010-12-14,22.155001000000002
2010-12-15,22.215
2010-12-16,21.955
2010-12-17,22.360001
2010-12-20,22.405001000000002
2010-12-21,22.6
2010-12-22,22.945
2010-12-23,22.915001
2010-12-27,23.065001000000002
2010-12-28,23.264999
2010-12-29,23.105
2010-12-30,23.32
2010-12-31,23.105
2011-01-03,23.395
2011-01-04,22.934998999999998
2011-01-05,23.09
2011-01-06,22.959999
2011-01-07,23.735001
2011-01-10,23.870001000000002
2011-01-11,23.754998999999998
2011-01-12,23.76
2011-01-13,23.559998999999998
2011-01-14,23.645
2011-01-18,23.92
2011-01-19,23.855
2011-01-20,23.514999
2011-01-21,23.290001
2011-01-24,23.594998999999998
2011-01-25,23.76
2011-01-26,23.725
2011-01-27,23.82
2011-01-28,23.41
2011-01-31,23.620001000000002
2011-02-01,24.01
2011-02-02,23.975
2011-02-03,24.105
2011-02-04,24.32
2011-02-07,24.334999
2011-02-08,24.715
2011-02-09,24.385
2011-02-10,24.424999
2011-02-11,24.67
2011-02-14,24.83
2011-02-15,24.82
2011-02-16,24.785
2011-02-17,24.695
2011-02-18,24.700001
2011-02-22,24.315001000000002
2011-02-23,23.575001
2011-02-24,23.465
2011-02-25,23.98
2011-02-28,23.995001000000002
2011-03-01,23.73
2011-03-02,24.01
2011-03-03,24.305
2011-03-04,24.120001000000002
2011-03-07,23.75
2011-03-08,24.254998999999998
2011-03-09,24.200001
2011-03-10,23.565001000000002
2011-03-11,23.610001
2011-03-14,23.395
2011-03-15,23.34
2011-03-16,22.950001
2011-03-17,22.955
2011-03-18,23.184998999999998
2011-03-21,23.525
2011-03-22,23.465
2011-03-23,23.545
2011-03-24,23.73
2011-03-25,23.860001
2011-03-28,23.785
2011-03-29,24.08
2011-03-30,24.135
2011-03-31,24.459999
2011-04-01,25.27
2011-04-04,24.834999
2011-04-05,26.040001
2011-04-06,25.805
2011-04-07,26.09
2011-04-08,26.205
2011-04-11,26.290001
2011-04-12,26.15
2011-04-13,26.215
2011-04-14,25.93
2011-04-15,26.059998999999998
2011-04-18,25.684998999999998
2011-04-19,25.91
2011-04-20,25.945
2011-04-21,25.9
2011-04-25,26.155001000000002
2011-04-26,25.924999
2011-04-27,26.344998999999998
2011-04-28,26.51
2011-04-29,26.620001000000002
2011-05-02,26.6
2011-05-03,26.695
2011-05-04,26.165001
2011-05-05,26.334999
2011-05-06,25.825001
2011-05-09,26.15
2011-05-10,26.59
2011-05-11,26.450001
2011-05-12,26.52
2011-05-13,26.225
2011-05-16,26.07
2011-05-17,25.91
2011-05-18,26.455
2011-05-19,26.615
2011-05-20,26.379998999999998
2011-05-23,25.799999
2011-05-24,25.870001000000002
2011-05-25,25.41
2011-05-26,25.92
2011-05-27,25.924999
2011-05-31,25.98
2011-06-01,25.57
2011-06-02,25.709999
2011-06-03,24.995001000000002
2011-06-06,25.309998999999998
2011-06-07,24.91
2011-06-08,25.225
2011-06-09,25.424999
2011-06-10,24.584999
2011-06-13,24.530001000000002
2011-06-14,24.84
2011-06-15,24.43
2011-06-16,24.295
2011-06-17,24.575001
2011-06-20,24.844998999999998
2011-06-21,25.285
2011-06-22,24.959999
2011-06-23,25.014999
2011-06-24,24.594998999999998
2011-06-27,24.790001
2011-06-28,24.9
2011-06-29,25.299999
2011-06-30,25.5
2011-07-01,25.68
2011-07-05,25.535
2011-07-06,25.815001000000002
2011-07-07,26.110001
2011-07-08,26.120001000000002
2011-07-11,25.59
2011-07-12,25.530001000000002
2011-07-13,25.334999
2011-07-14,25.605
2011-07-15,25.645
2011-07-18,25.26
2011-07-19,25.965
2011-07-20,26.065001000000002
2011-07-21,26.1
2011-07-22,24.115
2011-07-25,24.174999
2011-07-26,24.17
2011-07-27,23.879998999999998
2011-07-28,23.9
2011-07-29,23.705
2011-08-01,23.684998999999998
2011-08-02,22.98
2011-08-03,23.655001000000002
2011-08-04,22.51
2011-08-05,22.325001
2011-08-08,20.74
2011-08-09,21.745001000000002
2011-08-10,21.094998999999998
2011-08-11,22.0
2011-08-12,22.389999
2011-08-15,22.620001000000002
2011-08-16,22.41
2011-08-17,22.105
2011-08-18,21.040001
2011-08-19,20.545
2011-08-22,20.915001
2011-08-23,21.565001000000002
2011-08-24,21.905001000000002
2011-08-25,21.5
2011-08-26,22.1
2011-08-29,22.645
2011-08-30,22.775
2011-08-31,22.915001
2011-09-01,22.469998999999998
2011-09-02,21.895
2011-09-06,21.48
2011-09-07,22.16
2011-09-08,21.959999
2011-09-09,21.299999
2011-09-12,21.385
2011-09-13,21.605
2011-09-14,21.895
2011-09-15,22.07
2011-09-16,22.139999
2011-09-19,21.690001000000002
2011-09-20,21.48
2011-09-21,20.940001000000002
2011-09-22,19.98
2011-09-23,19.98
2011-09-26,20.219998999999998
2011-09-27,20.594998999999998
2011-09-28,20.075001
2011-09-29,20.215
2011-09-30,20.195
2011-10-03,19.665001
2011-10-04,20.424999
2011-10-05,20.545
2011-10-06,21.040001
2011-10-07,21.15
2011-10-10,21.48
2011-10-11,21.84
2011-10-12,22.1
2011-10-13,22.049999
2011-10-14,22.129998999999998
2011-10-17,21.415001
2011-10-18,21.955
2011-10-19,21.375
2011-10-20,21.860001
2011-10-21,22.18
2011-10-24,22.65
2011-10-25,21.91
2011-10-26,22.0
2011-10-27,23.68
2011-10-28,23.42
2011-10-31,22.959999
2011-11-01,22.459999
2011-11-02,23.07
2011-11-03,23.555
2011-11-04,23.355
2011-11-07,23.254998999999998
2011-11-08,23.530001000000002
2011-11-09,22.645
2011-11-10,22.620001000000002
2011-11-11,23.424999
2011-11-14,22.76
2011-11-15,22.780001000000002
2011-11-16,22.299999
2011-11-17,22.059998999999998
2011-11-18,21.745001000000002
2011-11-21,21.4
2011-11-22,21.09
2011-11-23,20.66
2011-11-25,20.674999
2011-11-28,21.014999
2011-11-29,20.790001
2011-11-30,22.115
2011-12-01,22.110001
2011-12-02,22.545
2011-12-05,22.645
2011-12-06,22.465
2011-12-07,22.459999
2011-12-08,22.07
2011-12-09,22.455
2011-12-12,22.17
2011-12-13,22.08
2011-12-14,21.975
2011-12-15,22.004998999999998
2011-12-16,22.290001
2011-12-19,21.945
2011-12-20,23.245001000000002
2011-12-21,23.145
2011-12-22,23.219998999999998
2011-12-23,23.49
2011-12-27,23.695
2011-12-28,23.610001
2011-12-29,23.764999
2011-12-30,23.690001000000002
2012-01-03,24.075001
2012-01-04,24.105
2012-01-05,23.995001000000002
2012-01-06,23.18
2012-01-09,23.700001
2012-01-10,24.09
2012-01-11,24.235001
2012-01-12,24.025
2012-01-13,23.545
2012-01-17,23.799999
2012-01-18,24.315001000000002
2012-01-19,24.32
2012-01-20,24.1
2012-01-23,24.045
2012-01-24,24.275
2012-01-25,25.094998999999998
2012-01-26,25.040001
2012-01-27,25.110001
2012-01-30,25.004998999999998
2012-01-31,25.01
2012-02-01,25.094998999999998
2012-02-02,25.17
2012-02-03,25.365
2012-02-06,25.215
2012-02-07,25.275
2012-02-08,25.754998999999998
2012-02-09,25.959999
2012-02-10,25.735001
2012-02-13,25.625
2012-02-14,25.934998999999998
2012-02-15,25.92
2012-02-16,26.049999
2012-02-17,26.059998999999998
2012-02-21,25.790001
2012-02-22,25.764999
2012-02-23,25.965
2012-02-24,25.969998999999998
2012-02-27,25.969998999999998
2012-02-28,26.105
2012-02-29,25.809998999999998
2012-03-01,26.049999
2012-03-02,25.610001
2012-03-05,25.620001000000002
2012-03-06,25.375
2012-03-07,25.465
2012-03-08,25.695
2012-03-09,25.969998999999998
2012-03-12,25.959999
2012-03-13,26.25
2012-03-14,26.16
2012-03-15,26.440001000000002
2012-03-16,26.395
2012-03-19,26.305
2012-03-20,26.26
2012-03-21,26.209999
2012-03-22,26.254998999999998
2012-03-23,26.309998999999998
2012-03-26,26.74
2012-03-27,26.635
2012-03-28,26.285
2012-03-29,26.115
2012-03-30,23.75
2012-04-02,22.870001000000002
2012-04-03,23.450001
2012-04-04,23.094998999999998
2012-04-05,22.83
2012-04-09,22.725
2012-04-10,22.27
2012-04-11,22.235001
2012-04-12,22.725
2012-04-13,22.360001
2012-04-16,22.355
2012-04-17,22.695
2012-04-18,22.42
2012-04-19,22.594998999999998
2012-04-20,22.725
2012-04-23,22.360001
2012-04-24,22.370001000000002
2012-04-25,22.780001000000002
2012-04-26,23.275
2012-04-27,23.360001
2012-04-30,23.215
2012-05-01,23.459999
2012-05-02,23.18
2012-05-03,22.625
2012-05-04,22.475
2012-05-07,22.209999
2012-05-08,21.985001
2012-05-09,21.799999
2012-05-10,21.684998999999998
2012-05-11,21.695
2012-05-14,21.52
2012-05-15,21.375
2012-05-16,21.23
2012-05-17,20.805
2012-05-18,20.625
2012-05-21,21.15
2012-05-22,21.084999
2012-05-23,21.254998999999998
2012-05-24,21.049999
2012-05-25,21.33
2012-05-29,21.575001
2012-05-30,21.299999
2012-05-31,21.24
2012-06-01,20.695
2012-06-04,20.709999
2012-06-05,20.690001000000002
2012-06-06,21.09
2012-06-07,21.120001000000002
2012-06-08,21.24
2012-06-11,20.93
2012-06-12,21.094998999999998
2012-06-13,20.24
2012-06-14,20.295
2012-06-15,20.565001000000002
2012-06-18,20.75
2012-06-19,21.09
2012-06-20,21.120001000000002
2012-06-21,20.370001000000002
2012-06-22,20.575001
2012-06-25,20.200001
2012-06-26,20.27
2012-06-27,20.754998999999998
2012-06-28,20.93
2012-06-29,21.615
2012-07-02,21.735001
2012-07-03,21.74
2012-07-05,22.045
2012-07-06,21.875
2012-07-09,21.865
2012-07-10,21.59
2012-07-11,21.625
2012-07-12,21.719998999999998
2012-07-13,22.084999
2012-07-16,22.01
2012-07-17,22.055
2012-07-18,22.315001000000002
2012-07-19,22.285
2012-07-20,21.67
2012-07-23,21.299999
2012-07-24,20.99
2012-07-25,21.375
2012-07-26,21.254998999999998
2012-07-27,22.165001
2012-07-30,21.834999
2012-07-31,21.41
2012-08-01,21.110001
2012-08-02,21.01
2012-08-03,21.34
2012-08-06,21.514999
2012-08-07,21.74
2012-08-08,21.530001000000002
2012-08-09,21.33
2012-08-10,21.465
2012-08-13,21.200001
2012-08-14,21.0
2012-08-15,20.594998999999998
2012-08-16,20.775
2012-08-17,20.469998999999998
2012-08-20,20.17
2012-08-21,19.940001000000002
2012-08-22,20.065001000000002
2012-08-23,20.110001
2012-08-24,20.42
2012-08-27,20.615
2012-08-28,20.780001000000002
2012-08-29,20.780001000000002
2012-08-30,20.655001000000002
2012-08-31,20.825001
2012-09-04,20.775
2012-09-05,20.955
2012-09-06,21.045
2012-09-07,20.92
2012-09-10,21.23
2012-09-11,21.245001000000002
2012-09-12,21.305
2012-09-13,21.51
2012-09-14,21.684998999999998
2012-09-17,21.815001000000002
2012-09-18,21.635
2012-09-19,21.889999
2012-09-20,21.799999
2012-09-21,22.014999
2012-09-24,21.870001000000002
2012-09-25,21.785
2012-09-26,21.629998999999998
2012-09-27,21.9
2012-09-28,20.915001
2012-10-01,20.895
2012-10-02,21.48
2012-10-03,21.385
2012-10-04,21.945
2012-10-05,21.91
2012-10-08,21.665001
2012-10-09,21.43
2012-10-10,21.309998999999998
2012-10-11,21.495001000000002
2012-10-12,21.565001000000002
2012-10-15,21.59
2012-10-16,21.735001
2012-10-17,21.915001
2012-10-18,21.775
2012-10-19,21.709999
2012-10-22,21.709999
2012-10-23,21.52
2012-10-24,21.35
2012-10-25,21.465
2012-10-26,21.530001000000002
2012-10-31,21.375
2012-11-01,21.950001
2012-11-02,21.635
2012-11-05,21.469998999999998
2012-11-06,21.615
2012-11-07,21.049999
2012-11-08,20.75
2012-11-09,20.73
2012-11-12,20.885
2012-11-13,20.945
2012-11-14,20.700001
2012-11-15,20.709999
2012-11-16,20.940001000000002
2012-11-19,21.225
2012-11-20,20.99
2012-11-21,21.245001000000002
2012-11-23,21.639999
2012-11-26,21.875
2012-11-27,21.715
2012-11-28,21.834999
2012-11-29,21.93
2012-11-30,21.955
2012-12-03,21.74
2012-12-04,22.02
2012-12-05,22.23
2012-12-06,22.215
2012-12-07,22.24
2012-12-10,22.055
2012-12-11,22.385
2012-12-12,22.495001000000002
2012-12-13,22.355
2012-12-14,22.120001000000002
2012-12-17,22.34
2012-12-18,22.764999
2012-12-19,22.700001
2012-12-20,22.84
2012-12-21,22.424999
2012-12-24,22.375
2012-12-26,22.235001
2012-12-27,22.41
2012-12-28,22.295
2012-12-31,22.65
2013-01-02,23.065001000000002
2013-01-03,23.184998999999998
2013-01-04,23.6
2013-01-07,22.975
2013-01-08,23.035
2013-01-09,24.43
2013-01-10,24.549999
2013-01-11,24.51
2013-01-14,24.709999
2013-01-15,24.924999
2013-01-16,24.754998999999998
2013-01-17,24.825001
2013-01-18,25.040001
2013-01-22,25.115
2013-01-23,24.785
2013-01-24,24.834999
2013-01-25,24.940001000000002
2013-01-28,24.870001000000002
2013-01-29,24.735001
2013-01-30,24.635
2013-01-31,24.629998999999998
2013-02-01,24.625
2013-02-04,24.4
2013-02-05,24.799999
2013-02-06,24.93
2013-02-07,24.780001000000002
2013-02-08,24.969998999999998
2013-02-11,24.965
2013-02-12,24.785
2013-02-13,24.9
2013-02-14,24.959999
2013-02-15,25.065001000000002
2013-02-19,25.5
2013-02-20,25.15
2013-02-21,24.655001000000002
2013-02-22,24.84
2013-02-25,24.440001000000002
2013-02-26,24.540001
2013-02-27,24.6
2013-02-28,24.105
2013-03-01,24.014999
2013-03-04,24.110001
2013-03-05,24.184998999999998
2013-03-06,23.75
2013-03-07,23.645
2013-03-08,23.68
2013-03-11,23.82
2013-03-12,24.055
2013-03-13,24.325001
2013-03-14,24.334999
2013-03-15,23.965
2013-03-18,23.629998999999998
2013-03-19,23.695
2013-03-20,23.885
2013-03-21,24.139999
2013-03-22,24.225
2013-03-25,24.450001
2013-03-26,24.700001
2013-03-27,24.715
2013-03-28,24.83
2013-04-01,24.57
2013-04-02,24.504998999999998
2013-04-03,22.26
2013-04-04,22.344998999999998
2013-04-05,22.219998999999998
2013-04-08,22.6
2013-04-09,22.775
2013-04-10,23.045
2013-04-11,23.174999
2013-04-12,22.77
2013-04-15,22.27
2013-04-16,22.610001
2013-04-17,22.5
2013-04-18,22.32
2013-04-19,22.379998999999998
2013-04-22,22.635
2013-04-23,22.965
2013-04-24,22.91
2013-04-25,22.870001000000002
2013-04-26,22.959999
2013-04-29,23.055
2013-04-30,23.200001
2013-05-01,23.370001000000002
2013-05-02,23.445
2013-05-03,23.450001
2013-05-06,23.540001
2013-05-07,23.575001
2013-05-08,23.59
2013-05-09,23.475
2013-05-10,23.389999
2013-05-13,23.280001000000002
2013-05-14,23.635
2013-05-15,23.315001000000002
2013-05-16,23.379998999999998
2013-05-17,23.690001000000002
2013-05-20,23.639999
2013-05-21,23.700001
2013-05-22,23.49
2013-05-23,23.485001
2013-05-24,23.549999
2013-05-28,23.440001000000002
2013-05-29,24.0
2013-05-30,24.35
2013-05-31,23.98
2013-06-03,24.07
2013-06-04,23.809998999999998
2013-06-05,23.565001000000002
2013-06-06,23.57
2013-06-07,23.625
2013-06-10,23.84
2013-06-11,23.895
2013-06-12,23.85
2013-06-13,24.215
2013-06-14,24.08
2013-06-17,24.190001000000002
2013-06-18,24.450001
2013-06-19,23.985001
2013-06-20,23.360001
2013-06-21,22.934998999999998
2013-06-24,22.905001000000002
2013-06-25,23.004998999999998
2013-06-26,23.16
2013-06-27,23.469998999999998
2013-06-28,23.16
2013-07-01,23.365
2013-07-02,23.295
2013-07-03,23.23
2013-07-05,23.504998999999998
2013-07-08,23.77
2013-07-09,23.865
2013-07-10,23.870001000000002
2013-07-11,24.040001
2013-07-12,24.01
2013-07-15,23.995001000000002
2013-07-16,23.905001000000002
2013-07-17,23.969998999999998
2013-07-18,24.139999
2013-07-19,24.17
2013-07-22,24.495001000000002
2013-07-23,24.705
2013-07-24,24.469998999999998
2013-07-25,24.34
2013-07-26,23.084999
2013-07-29,22.945
2013-07-30,23.424999
2013-07-31,23.155001000000002
2013-08-01,24.25
2013-08-02,24.115
2013-08-05,24.18
2013-08-06,24.23
2013-08-07,23.85
2013-08-08,23.969998999999998
2013-08-09,23.865
2013-08-12,23.809998999999998
2013-08-13,23.82
2013-08-14,23.995001000000002
2013-08-15,23.860001
2013-08-16,23.99
2013-08-19,23.959999
2013-08-20,24.184998999999998
2013-08-21,24.190001000000002
2013-08-22,24.445
2013-08-23,24.48
2013-08-26,24.504998999999998
2013-08-27,24.0
2013-08-28,24.08
2013-08-29,24.025
2013-08-30,23.825001
2013-09-03,23.924999
2013-09-04,23.975
2013-09-05,23.889999
2013-09-06,24.135
2013-09-09,24.51
2013-09-10,24.639999
2013-09-11,24.82
2013-09-12,24.684998999999998
2013-09-13,24.695
2013-09-16,24.959999
2013-09-17,24.965
2013-09-18,25.094998999999998
2013-09-19,24.959999
2013-09-20,24.99
2013-09-23,24.76
2013-09-24,24.799999
2013-09-25,24.969998999999998
2013-09-26,25.209999
2013-09-27,25.245001000000002
2013-09-30,25.540001
2013-10-01,25.35
2013-10-02,28.245001000000002
2013-10-03,28.51
2013-10-04,28.465
2013-10-07,27.415001
2013-10-08,26.870001000000002
2013-10-09,27.15
2013-10-10,27.59
2013-10-11,27.625
2013-10-14,27.745001000000002
2013-10-15,27.674999
2013-10-16,28.184998999999998
2013-10-17,27.975
2013-10-18,28.42
2013-10-21,28.809998999999998
2013-10-22,29.594998999999998
2013-10-23,29.48
2013-10-24,29.82
2013-10-25,29.85
2013-10-28,29.905001000000002
2013-10-29,30.01
2013-10-30,29.895
2013-10-31,29.74
2013-11-01,29.85
2013-11-04,30.02
2013-11-05,29.905001000000002
2013-11-06,30.26
2013-11-07,29.975
2013-11-08,30.41
2013-11-11,30.525
2013-11-12,30.73
2013-11-13,31.15
2013-11-14,31.52
2013-11-15,31.745001000000002
2013-11-18,31.855
2013-11-19,31.709999
2013-11-20,31.405001000000002
2013-11-21,31.754998999999998
2013-11-22,31.5
2013-11-25,31.77
2013-11-26,31.735001
2013-11-27,31.51
2013-11-29,31.525
2013-12-02,31.334999
2013-12-03,31.450001
2013-12-04,31.084999
2013-12-05,31.110001
2013-12-06,31.684998999999998
2013-12-09,31.775
2013-12-10,31.75
2013-12-11,31.6
2013-12-12,31.405001000000002
2013-12-13,31.389999
2013-12-16,31.525
2013-12-17,31.68
2013-12-18,31.379998999999998
2013-12-19,30.754998999999998
2013-12-20,31.745001000000002
2013-12-23,31.799999
2013-12-24,31.815001000000002
2013-12-26,31.889999
2013-12-27,31.92
2013-12-30,32.240002000000004
2013-12-31,32.494999
2014-01-02,32.724998
2014-01-03,33.310001
2014-01-06,32.645
2014-01-07,32.445
2014-01-08,32.205002
2014-01-09,33.52
2014-01-10,34.27
2014-01-13,34.555
2014-01-14,34.915001000000004
2014-01-15,34.875
2014-01-16,34.720001
2014-01-17,34.605
2014-01-21,34.419998
2014-01-22,34.924999
2014-01-23,34.400002
2014-01-24,33.455002
2014-01-27,33.259997999999996
2014-01-28,33.73
2014-01-29,33.375
2014-01-30,33.834998999999996
2014-01-31,33.044998
2014-02-03,31.805
2014-02-04,32.049999
2014-02-05,32.060001
2014-02-06,32.490002000000004
2014-02-07,32.98
2014-02-10,33.244999
2014-02-11,33.560001
2014-02-12,33.435001
2014-02-13,33.599998
2014-02-14,33.505001
2014-02-18,33.424999
2014-02-19,33.605
2014-02-20,33.740002000000004
2014-02-21,34.360001000000004
2014-02-24,34.419998
2014-02-25,34.154999
2014-02-26,34.240002000000004
2014-02-27,34.779999
2014-02-28,35.165001000000004
2014-03-03,35.040001000000004
2014-03-04,35.605
2014-03-05,35.810001
2014-03-06,35.84
2014-03-07,36.290001000000004
2014-03-10,36.224998
2014-03-11,36.244999
2014-03-12,36.310001
2014-03-13,35.470001
2014-03-14,35.450001
2014-03-17,35.845001
2014-03-18,36.5
2014-03-19,36.240002000000004
2014-03-20,36.459998999999996
2014-03-21,36.27
2014-03-24,35.970001
2014-03-25,35.035
2014-03-26,34.240002000000004
2014-03-27,34.935001
2014-03-28,35.215
2014-03-31,35.555
2014-04-01,36.099998
2014-04-02,35.93
2014-04-03,35.82
2014-04-04,34.139998999999996
2014-04-07,33.185001
2014-04-08,33.494999
2014-04-09,33.695
2014-04-10,33.200001
2014-04-11,32.91
2014-04-14,33.064999
2014-04-15,33.415001000000004
2014-04-16,33.924999
2014-04-17,33.945
2014-04-21,33.860001000000004
2014-04-22,33.895
2014-04-23,33.349998
2014-04-24,33.209998999999996
2014-04-25,32.860001000000004
2014-04-28,32.625
2014-04-29,32.810001
2014-04-30,33.415001000000004
2014-05-01,33.02
2014-05-02,33.325001
2014-05-05,33.439999
2014-05-06,33.459998999999996
2014-05-07,33.810001
2014-05-08,34.049999
2014-05-09,34.34
2014-05-12,34.16
2014-05-13,33.695
2014-05-14,33.689999
2014-05-15,33.744999
2014-05-16,33.919998
2014-05-19,34.375
2014-05-20,33.68
2014-05-21,33.799999
2014-05-22,33.950001
2014-05-23,34.5
2014-05-27,34.639998999999996
2014-05-28,34.924999
2014-05-29,34.669998
2014-05-30,34.279999
2014-06-02,34.57
2014-06-03,34.705002
2014-06-04,34.709998999999996
2014-06-05,34.529999
2014-06-06,35.07
2014-06-09,35.580002
2014-06-10,35.580002
2014-06-11,35.470001
2014-06-12,35.395
2014-06-13,35.764998999999996
2014-06-16,35.380001
2014-06-17,35.255001
2014-06-18,35.095001
2014-06-19,35.445
2014-06-20,35.720001
2014-06-23,35.959998999999996
2014-06-24,35.950001
2014-06-25,36.105
2014-06-26,36.025002
2014-06-27,36.259997999999996
2014-06-30,36.424999
2014-07-01,36.75
2014-07-02,36.435001
2014-07-03,36.904999
2014-07-07,36.715
2014-07-08,36.549999
2014-07-09,36.720001
2014-07-10,36.439999
2014-07-11,36.549999
2014-07-14,36.974998
2014-07-15,36.799999
2014-07-16,36.474998
2014-07-17,35.639998999999996
2014-07-18,36.380001
2014-07-21,36.509997999999996
2014-07-22,36.895
2014-07-23,36.904999
2014-07-24,36.330002
2014-07-25,35.884997999999996
2014-07-28,35.720001
2014-07-29,35.865002000000004
2014-07-30,35.325001
2014-07-31,34.634997999999996
2014-08-01,34.634997999999996
2014-08-04,34.674999
2014-08-05,34.064999
2014-08-06,33.985001000000004
2014-08-07,34.009997999999996
2014-08-08,34.48
2014-08-11,34.740002000000004
2014-08-12,34.564999
2014-08-13,35.375
2014-08-14,35.514998999999996
2014-08-15,35.485001000000004
2014-08-18,35.775002
2014-08-19,35.950001
2014-08-20,35.974998
2014-08-21,36.014998999999996
2014-08-22,36.064999
2014-08-25,36.174999
2014-08-26,36.235001000000004
2014-08-27,36.165001000000004
2014-08-28,36.095001
2014-08-29,36.360001000000004
2014-09-02,36.424999
2014-09-03,36.07
2014-09-04,35.98
2014-09-05,36.244999
2014-09-08,36.095001
2014-09-09,35.474998
2014-09-10,35.830002
2014-09-11,35.665001000000004
2014-09-12,35.525002
2014-09-15,35.445
2014-09-16,35.764998999999996
2014-09-17,35.700001
2014-09-18,35.904999
2014-09-19,35.52
2014-09-22,35.264998999999996
2014-09-23,34.73
2014-09-24,34.814999
2014-09-25,34.669998
2014-09-26,35.305
2014-09-29,35.105
2014-09-30,34.939999
2014-10-01,34.395
2014-10-02,36.125
2014-10-03,38.16
2014-10-06,38.599998
2014-10-07,37.810001
2014-10-08,37.865002000000004
2014-10-09,36.985001000000004
2014-10-10,36.439999
2014-10-13,35.84
2014-10-14,36.0
2014-10-15,35.915001000000004
2014-10-16,35.915001000000004
2014-10-17,36.174999
2014-10-20,36.455002
2014-10-21,37.775002
2014-10-22,38.459998999999996
2014-10-23,38.68
2014-10-24,39.290001000000004
2014-10-27,39.294998
2014-10-28,40.055
2014-10-29,39.805
2014-10-30,39.895
2014-10-31,40.25
2014-11-03,40.195
2014-11-04,41.395
2014-11-05,41.16
2014-11-06,41.645
2014-11-07,41.380001
2014-11-10,42.060001
2014-11-11,42.080002
2014-11-12,42.134997999999996
2014-11-13,42.040001000000004
2014-11-14,41.625
2014-11-17,41.77
2014-11-18,41.73
2014-11-19,41.560001
2014-11-20,41.775002
2014-11-21,41.860001000000004
2014-11-24,42.689999
2014-11-25,42.535
2014-11-26,42.84
2014-11-28,43.18
2014-12-01,41.66
2014-12-02,42.525002
2014-12-03,42.865002000000004
2014-12-04,42.424999
2014-12-05,42.279999
2014-12-08,41.43
2014-12-09,41.755001
2014-12-10,40.855
2014-12-11,40.845001
2014-12-12,39.615002000000004
2014-12-15,39.369999
2014-12-16,38.634997999999996
